Date,Open,High,Low,Close,Adj Close,Volume
2021-09-16,103.000000,107.000000,101.000000,103.000000,103.000000,176709000
2021-09-17,103.000000,103.000000,101.000000,103.000000,103.000000,37455500
2021-09-20,104.000000,104.000000,101.000000,101.000000,101.000000,44183100
2021-09-21,101.000000,101.000000,97.000000,100.000000,100.000000,64690600
2021-09-22,99.000000,101.000000,99.000000,99.000000,99.000000,45307700
2021-09-23,99.000000,101.000000,98.000000,99.000000,99.000000,42327000
2021-09-24,99.000000,100.000000,93.000000,94.000000,94.000000,159040800
2021-09-27,94.000000,95.000000,88.000000,90.000000,90.000000,190395300
2021-09-28,90.000000,90.000000,84.000000,84.000000,84.000000,209167800
2021-09-29,84.000000,97.000000,80.000000,91.000000,91.000000,490467600
2021-09-30,92.000000,93.000000,87.000000,88.000000,88.000000,86189500
2021-10-01,95.000000,95.000000,88.000000,90.000000,90.000000,71390200
2021-10-04,95.000000,95.000000,88.000000,89.000000,89.000000,46536300
2021-10-05,89.000000,90.000000,86.000000,88.000000,88.000000,43209400
2021-10-06,88.000000,90.000000,87.000000,89.000000,89.000000,38628300
2021-10-07,90.000000,93.000000,88.000000,91.000000,91.000000,79451500
2021-10-08,92.000000,94.000000,85.000000,86.000000,86.000000,137638000
2021-10-11,86.000000,88.000000,84.000000,84.000000,84.000000,50381200
2021-10-12,84.000000,87.000000,81.000000,83.000000,83.000000,84266600
2021-10-13,83.000000,86.000000,82.000000,84.000000,84.000000,42897100
2021-10-14,84.000000,87.000000,84.000000,87.000000,87.000000,56159100
2021-10-15,87.000000,89.000000,85.000000,87.000000,87.000000,39891500
2021-10-18,87.000000,90.000000,86.000000,89.000000,89.000000,48423700
2021-10-19,90.000000,91.000000,88.000000,90.000000,90.000000,56886500
2021-10-21,90.000000,91.000000,85.000000,86.000000,86.000000,46960500
2021-10-22,86.000000,88.000000,84.000000,86.000000,86.000000,22980900
2021-10-25,86.000000,88.000000,85.000000,87.000000,87.000000,19744500
2021-10-26,87.000000,88.000000,86.000000,87.000000,87.000000,18702200
2021-10-27,87.000000,88.000000,85.000000,85.000000,85.000000,16604400
2021-10-28,85.000000,86.000000,83.000000,85.000000,85.000000,28496000
2021-10-29,86.000000,87.000000,84.000000,85.000000,85.000000,22603500
2021-11-01,85.000000,86.000000,84.000000,85.000000,85.000000,18010900
2021-11-02,85.000000,93.000000,85.000000,91.000000,91.000000,299693300
2021-11-03,91.000000,92.000000,88.000000,88.000000,88.000000,68190600
2021-11-04,90.000000,91.000000,88.000000,90.000000,90.000000,29905500
2021-11-05,90.000000,97.000000,89.000000,94.000000,94.000000,400335500
2021-11-08,95.000000,98.000000,93.000000,96.000000,96.000000,306962700
2021-11-09,96.000000,97.000000,92.000000,92.000000,92.000000,112437200
2021-11-10,92.000000,93.000000,91.000000,91.000000,91.000000,37611900
2021-11-11,92.000000,93.000000,88.000000,90.000000,90.000000,83604700
2021-11-12,90.000000,91.000000,88.000000,88.000000,88.000000,62869300
2021-11-15,88.000000,94.000000,86.000000,94.000000,94.000000,176681900
2021-11-16,94.000000,95.000000,91.000000,91.000000,91.000000,94626700
2021-11-17,92.000000,93.000000,89.000000,90.000000,90.000000,55941700
2021-11-18,90.000000,101.000000,90.000000,98.000000,98.000000,650955700
2021-11-19,98.000000,103.000000,92.000000,92.000000,92.000000,474591200
2021-11-22,92.000000,93.000000,89.000000,91.000000,91.000000,85967500
2021-11-23,90.000000,92.000000,87.000000,88.000000,88.000000,95087000
2021-11-24,89.000000,90.000000,87.000000,88.000000,88.000000,57560800
2021-11-25,88.000000,93.000000,88.000000,90.000000,90.000000,174509900
2021-11-26,91.000000,91.000000,88.000000,88.000000,88.000000,58212500
2021-11-29,89.000000,89.000000,84.000000,86.000000,86.000000,67298900
2021-11-30,86.000000,88.000000,85.000000,85.000000,85.000000,38255100
2021-12-01,85.000000,85.000000,82.000000,84.000000,84.000000,35148800
2021-12-02,84.000000,85.000000,81.000000,83.000000,83.000000,50040000
2021-12-03,84.000000,86.000000,82.000000,84.000000,84.000000,34311400
2021-12-06,85.000000,86.000000,83.000000,83.000000,83.000000,27862200
2021-12-07,84.000000,90.000000,83.000000,87.000000,87.000000,114133600
2021-12-08,88.000000,90.000000,86.000000,86.000000,86.000000,52900900
2021-12-09,92.000000,93.000000,85.000000,86.000000,86.000000,23815400
2021-12-10,86.000000,97.000000,85.000000,91.000000,91.000000,524750900
2021-12-13,92.000000,96.000000,90.000000,93.000000,93.000000,289200300
2021-12-14,94.000000,95.000000,90.000000,91.000000,91.000000,83233700
2021-12-15,92.000000,95.000000,86.000000,89.000000,89.000000,162899400
2021-12-16,89.000000,91.000000,85.000000,86.000000,86.000000,74653300
2021-12-17,86.000000,88.000000,85.000000,86.000000,86.000000,44934900
2021-12-20,86.000000,87.000000,84.000000,85.000000,85.000000,28526700
2021-12-21,86.000000,86.000000,84.000000,84.000000,84.000000,16062800
2021-12-22,85.000000,88.000000,84.000000,86.000000,86.000000,39590800
2021-12-23,86.000000,88.000000,85.000000,87.000000,87.000000,53602700
2021-12-24,88.000000,88.000000,85.000000,85.000000,85.000000,18287200
2021-12-27,85.000000,87.000000,84.000000,87.000000,87.000000,26269800
2021-12-28,87.000000,91.000000,86.000000,87.000000,87.000000,70866300
2021-12-29,88.000000,88.000000,85.000000,87.000000,87.000000,25569600
2021-12-30,87.000000,88.000000,85.000000,85.000000,85.000000,31279200
2022-01-03,85.000000,86.000000,85.000000,85.000000,85.000000,22065500
2022-01-04,85.000000,87.000000,85.000000,85.000000,85.000000,16945600
2022-01-05,85.000000,86.000000,84.000000,85.000000,85.000000,15349900
2022-01-06,85.000000,85.000000,82.000000,82.000000,82.000000,50785400
2022-01-07,82.000000,85.000000,82.000000,83.000000,83.000000,21221900
2022-01-10,83.000000,84.000000,81.000000,82.000000,82.000000,22049100
2022-01-11,82.000000,83.000000,77.000000,78.000000,78.000000,64962000
2022-01-12,78.000000,79.000000,73.000000,74.000000,74.000000,76536500
2022-01-13,74.000000,75.000000,71.000000,73.000000,73.000000,50137100
2022-01-14,70.000000,75.000000,70.000000,73.000000,73.000000,19577300
2022-01-17,76.000000,76.000000,71.000000,73.000000,73.000000,14950300
2022-01-18,73.000000,74.000000,69.000000,70.000000,70.000000,31203200
2022-01-19,70.000000,75.000000,70.000000,72.000000,72.000000,60049800
2022-01-20,73.000000,73.000000,71.000000,71.000000,71.000000,9909400
2022-01-21,72.000000,72.000000,70.000000,71.000000,71.000000,9270300
2022-01-24,72.000000,72.000000,69.000000,70.000000,70.000000,21123900
2022-01-25,70.000000,71.000000,68.000000,69.000000,69.000000,21872200
2022-01-26,69.000000,69.000000,65.000000,65.000000,65.000000,63562200
2022-01-27,66.000000,68.000000,64.000000,65.000000,65.000000,38957800
2022-01-28,65.000000,67.000000,65.000000,66.000000,66.000000,25136400
2022-01-31,66.000000,70.000000,66.000000,68.000000,68.000000,71479600
2022-02-02,68.000000,72.000000,68.000000,70.000000,70.000000,55322700
2022-02-03,70.000000,72.000000,68.000000,70.000000,70.000000,51140400
2022-02-04,70.000000,71.000000,69.000000,70.000000,70.000000,19756900
2022-02-07,70.000000,72.000000,70.000000,72.000000,72.000000,30207800
2022-02-08,72.000000,73.000000,71.000000,72.000000,72.000000,23761000
2022-02-09,73.000000,77.000000,72.000000,74.000000,74.000000,57812200
2022-02-10,75.000000,79.000000,74.000000,76.000000,76.000000,101821600
2022-02-11,76.000000,77.000000,74.000000,74.000000,74.000000,25330300
2022-02-14,74.000000,75.000000,70.000000,71.000000,71.000000,29510400
2022-02-15,71.000000,72.000000,70.000000,72.000000,72.000000,15500900
2022-02-16,72.000000,74.000000,71.000000,74.000000,74.000000,18650900
2022-02-17,73.000000,75.000000,72.000000,73.000000,73.000000,10731000
2022-02-18,73.000000,76.000000,72.000000,75.000000,75.000000,30698500
2022-02-21,75.000000,75.000000,73.000000,73.000000,73.000000,20568200
2022-02-22,73.000000,73.000000,71.000000,72.000000,72.000000,12357800
2022-02-23,72.000000,74.000000,71.000000,72.000000,72.000000,41152100
2022-02-24,72.000000,79.000000,67.000000,68.000000,68.000000,127379500
2022-02-25,68.000000,71.000000,68.000000,69.000000,69.000000,16628800
2022-03-01,70.000000,70.000000,68.000000,68.000000,68.000000,12447000
2022-03-02,68.000000,69.000000,66.000000,66.000000,66.000000,17798600
2022-03-04,66.000000,67.000000,64.000000,64.000000,64.000000,33926600
2022-03-07,64.000000,65.000000,60.000000,62.000000,62.000000,46862700
2022-03-08,62.000000,66.000000,61.000000,61.000000,61.000000,51105400
2022-03-09,62.000000,66.000000,60.000000,63.000000,63.000000,47610800
2022-03-10,63.000000,65.000000,63.000000,63.000000,63.000000,20111000
2022-03-11,64.000000,70.000000,63.000000,64.000000,64.000000,21088500
2022-03-14,65.000000,65.000000,63.000000,63.000000,63.000000,10235900
2022-03-15,63.000000,67.000000,63.000000,64.000000,64.000000,23333700
2022-03-16,64.000000,65.000000,62.000000,62.000000,62.000000,24510400
2022-03-17,62.000000,64.000000,62.000000,63.000000,63.000000,11089000
2022-03-18,65.000000,65.000000,62.000000,63.000000,63.000000,4517700
2022-03-21,66.000000,66.000000,62.000000,63.000000,63.000000,13544700
2022-03-22,63.000000,64.000000,62.000000,64.000000,64.000000,9254800
2022-03-23,63.000000,66.000000,63.000000,64.000000,64.000000,30961200
2022-03-24,64.000000,65.000000,63.000000,63.000000,63.000000,14100500
2022-03-25,63.000000,64.000000,62.000000,63.000000,63.000000,9638700
2022-03-28,63.000000,64.000000,62.000000,63.000000,63.000000,7200500
2022-03-29,63.000000,63.000000,61.000000,63.000000,63.000000,13422800
2022-03-30,63.000000,63.000000,61.000000,63.000000,63.000000,14778500
2022-03-31,63.000000,68.000000,62.000000,64.000000,64.000000,170110800
2022-04-01,64.000000,65.000000,63.000000,63.000000,63.000000,19413500
2022-04-04,63.000000,64.000000,62.000000,62.000000,62.000000,15021700
2022-04-05,62.000000,65.000000,62.000000,63.000000,63.000000,16693600
2022-04-06,64.000000,64.000000,62.000000,63.000000,63.000000,10914400
2022-04-07,63.000000,65.000000,62.000000,63.000000,63.000000,47347600
2022-04-08,62.000000,63.000000,62.000000,62.000000,62.000000,9501700
2022-04-11,62.000000,63.000000,61.000000,61.000000,61.000000,23913600
2022-04-12,62.000000,62.000000,60.000000,61.000000,61.000000,12399500
2022-04-13,61.000000,62.000000,60.000000,60.000000,60.000000,19384400
2022-04-14,61.000000,62.000000,60.000000,61.000000,61.000000,11728800
2022-04-18,61.000000,64.000000,60.000000,64.000000,64.000000,47612000
2022-04-19,64.000000,65.000000,62.000000,63.000000,63.000000,25617900
2022-04-20,64.000000,68.000000,63.000000,68.000000,68.000000,169000600
2022-04-21,69.000000,70.000000,65.000000,66.000000,66.000000,68704900
2022-04-22,66.000000,67.000000,62.000000,62.000000,62.000000,44551100
2022-04-25,62.000000,62.000000,61.000000,61.000000,61.000000,20347100
2022-04-26,62.000000,63.000000,61.000000,61.000000,61.000000,10342400
2022-04-27,62.000000,63.000000,61.000000,62.000000,62.000000,12778500
2022-04-28,63.000000,65.000000,61.000000,65.000000,65.000000,36545300
2022-05-09,66.000000,66.000000,61.000000,61.000000,61.000000,52331100
2022-05-10,61.000000,62.000000,57.000000,59.000000,59.000000,44726600
2022-05-11,59.000000,61.000000,58.000000,59.000000,59.000000,16776300
2022-05-12,59.000000,60.000000,58.000000,58.000000,58.000000,11303600
2022-05-13,58.000000,59.000000,57.000000,58.000000,58.000000,14762100
2022-05-17,59.000000,62.000000,58.000000,59.000000,59.000000,22188200
2022-05-18,60.000000,61.000000,59.000000,59.000000,59.000000,15360100
2022-05-19,59.000000,61.000000,58.000000,60.000000,60.000000,18757000
2022-05-20,60.000000,60.000000,58.000000,60.000000,60.000000,13363500
2022-05-23,60.000000,60.000000,59.000000,59.000000,59.000000,4669600
2022-05-24,59.000000,60.000000,58.000000,60.000000,60.000000,16515400
2022-05-25,60.000000,60.000000,58.000000,59.000000,59.000000,9543900
2022-05-27,59.000000,61.000000,58.000000,59.000000,59.000000,17849500
2022-05-30,59.000000,62.000000,58.000000,61.000000,61.000000,39295800
2022-05-31,61.000000,63.000000,60.000000,62.000000,62.000000,22817200
2022-06-02,62.000000,67.000000,61.000000,65.000000,65.000000,90677100
2022-06-03,66.000000,69.000000,66.000000,67.000000,67.000000,55344600
2022-06-06,68.000000,69.000000,64.000000,64.000000,64.000000,23921400
2022-06-07,65.000000,66.000000,64.000000,65.000000,65.000000,10856300
2022-06-08,66.000000,68.000000,64.000000,64.000000,64.000000,36509900
2022-06-09,65.000000,67.000000,64.000000,67.000000,67.000000,36220800
2022-06-10,69.000000,90.000000,67.000000,86.000000,86.000000,1525788200
2022-06-13,86.000000,102.000000,80.000000,89.000000,89.000000,3076809100
2022-06-14,91.000000,95.000000,83.000000,86.000000,86.000000,710944700
2022-06-15,86.000000,87.000000,80.000000,81.000000,81.000000,302973800
2022-06-16,83.000000,90.000000,81.000000,82.000000,82.000000,740803900
2022-06-17,85.000000,88.000000,81.000000,85.000000,85.000000,385429800
2022-06-20,86.000000,93.000000,84.000000,89.000000,89.000000,684363700
2022-06-21,90.000000,94.000000,87.000000,89.000000,89.000000,415575300
2022-06-22,91.000000,91.000000,83.000000,83.000000,83.000000,327779600
2022-06-23,83.000000,83.000000,78.000000,78.000000,78.000000,167343400
2022-06-24,75.000000,80.000000,73.000000,77.000000,77.000000,442014300
2022-06-27,78.000000,81.000000,76.000000,81.000000,81.000000,274049000
2022-06-28,82.000000,82.000000,77.000000,77.000000,77.000000,186063200
2022-06-29,77.000000,78.000000,73.000000,73.000000,73.000000,131938600
2022-06-30,73.000000,73.000000,69.000000,70.000000,70.000000,86419000
2022-07-01,70.000000,73.000000,66.000000,66.000000,66.000000,110718900
2022-07-04,66.000000,72.000000,62.000000,71.000000,71.000000,184517600
2022-07-05,72.000000,72.000000,69.000000,69.000000,69.000000,47134100
2022-07-06,69.000000,71.000000,67.000000,68.000000,68.000000,29161000
2022-07-07,68.000000,71.000000,68.000000,70.000000,70.000000,45133000
2022-07-08,70.000000,77.000000,69.000000,74.000000,74.000000,318738500
2022-07-11,75.000000,75.000000,70.000000,71.000000,71.000000,77455400
2022-07-12,71.000000,74.000000,71.000000,72.000000,72.000000,59207200
2022-07-13,73.000000,74.000000,70.000000,71.000000,71.000000,64096700
2022-07-14,71.000000,72.000000,70.000000,71.000000,71.000000,25155400
2022-07-15,72.000000,72.000000,68.000000,68.000000,68.000000,58310300
2022-07-18,68.000000,72.000000,68.000000,69.000000,69.000000,51672200
2022-07-19,70.000000,70.000000,68.000000,69.000000,69.000000,14354900
2022-07-20,69.000000,71.000000,69.000000,69.000000,69.000000,20295400
2022-07-21,69.000000,71.000000,68.000000,71.000000,71.000000,29688700
2022-07-22,72.000000,72.000000,69.000000,70.000000,70.000000,31922900
2022-07-25,70.000000,71.000000,69.000000,69.000000,69.000000,25529100
2022-07-26,69.000000,72.000000,68.000000,70.000000,70.000000,92768200
2022-07-27,70.000000,71.000000,69.000000,70.000000,70.000000,26876300
2022-07-28,70.000000,74.000000,70.000000,73.000000,73.000000,106167800
2022-07-29,74.000000,80.000000,73.000000,75.000000,75.000000,351520500
2022-08-01,76.000000,78.000000,74.000000,75.000000,75.000000,83867500
2022-08-02,75.000000,77.000000,70.000000,72.000000,72.000000,175667200
2022-08-03,72.000000,74.000000,70.000000,73.000000,73.000000,73457900
2022-08-04,73.000000,76.000000,72.000000,74.000000,74.000000,95439900
2022-08-05,75.000000,75.000000,72.000000,72.000000,72.000000,31060800
2022-08-08,73.000000,74.000000,71.000000,72.000000,72.000000,44550800
2022-08-09,73.000000,73.000000,71.000000,71.000000,71.000000,30612500
2022-08-10,71.000000,77.000000,71.000000,75.000000,75.000000,212986700
2022-08-11,76.000000,76.000000,73.000000,74.000000,74.000000,56308600
2022-08-12,74.000000,74.000000,73.000000,74.000000,74.000000,27455800
2022-08-15,75.000000,75.000000,72.000000,73.000000,73.000000,34000600
2022-08-16,73.000000,74.000000,72.000000,72.000000,72.000000,50109800
2022-08-18,72.000000,73.000000,71.000000,73.000000,73.000000,38813500
2022-08-19,73.000000,73.000000,72.000000,72.000000,72.000000,19500200
2022-08-22,72.000000,77.000000,69.000000,76.000000,76.000000,334750600
2022-08-23,76.000000,83.000000,75.000000,79.000000,79.000000,636138200
2022-08-24,80.000000,83.000000,78.000000,80.000000,80.000000,201631500
2022-08-25,81.000000,83.000000,79.000000,80.000000,80.000000,111231500
2022-08-26,80.000000,80.000000,76.000000,76.000000,76.000000,129944600
2022-08-29,76.000000,76.000000,72.000000,74.000000,74.000000,69965300
2022-08-30,74.000000,75.000000,73.000000,73.000000,73.000000,35971500
2022-08-31,74.000000,75.000000,73.000000,74.000000,74.000000,33849500
2022-09-01,74.000000,76.000000,74.000000,74.000000,74.000000,36669500
2022-09-02,75.000000,76.000000,74.000000,75.000000,75.000000,27692600
2022-09-05,75.000000,75.000000,73.000000,74.000000,74.000000,45521600
2022-09-06,74.000000,75.000000,72.000000,74.000000,74.000000,58196800
2022-09-07,74.000000,74.000000,72.000000,73.000000,73.000000,42156100
2022-09-08,73.000000,77.000000,73.000000,75.000000,75.000000,82967600
2022-09-09,75.000000,76.000000,73.000000,73.000000,73.000000,27570700
2022-09-12,73.000000,75.000000,73.000000,74.000000,74.000000,20905000
2022-09-13,74.000000,77.000000,73.000000,74.000000,74.000000,52606200
2022-09-14,74.000000,78.000000,73.000000,76.000000,76.000000,158538400
2022-09-15,77.000000,80.000000,76.000000,77.000000,77.000000,189226600
2022-09-16,77.000000,79.000000,74.000000,75.000000,75.000000,71225000
2022-09-19,75.000000,78.000000,75.000000,76.000000,76.000000,65402000
2022-09-20,77.000000,77.000000,75.000000,75.000000,75.000000,27452100
2022-09-21,76.000000,84.000000,75.000000,82.000000,82.000000,507030300
2022-09-22,81.000000,83.000000,78.000000,80.000000,80.000000,174985400
2022-09-23,80.000000,92.000000,78.000000,86.000000,86.000000,812349400
2022-09-26,86.000000,91.000000,80.000000,87.000000,87.000000,573382700
2022-09-27,86.000000,90.000000,85.000000,86.000000,86.000000,171100500
2022-09-28,86.000000,92.000000,85.000000,85.000000,85.000000,541552400
2022-09-29,86.000000,87.000000,80.000000,80.000000,80.000000,227073500
2022-09-30,78.000000,79.000000,75.000000,76.000000,76.000000,257690400
2022-10-03,76.000000,79.000000,76.000000,76.000000,76.000000,93025800
2022-10-04,77.000000,79.000000,76.000000,78.000000,78.000000,65586900
2022-10-05,79.000000,79.000000,75.000000,75.000000,75.000000,123900500
2022-10-06,75.000000,81.000000,75.000000,80.000000,80.000000,292739000
2022-10-07,80.000000,90.000000,80.000000,89.000000,89.000000,944001000
2022-10-10,90.000000,94.000000,86.000000,89.000000,89.000000,666721300
2022-10-11,89.000000,90.000000,84.000000,85.000000,85.000000,239725500
2022-10-12,85.000000,85.000000,80.000000,81.000000,81.000000,303697200
2022-10-13,81.000000,88.000000,81.000000,86.000000,86.000000,296160200
2022-10-14,87.000000,91.000000,84.000000,89.000000,89.000000,429656400
2022-10-17,89.000000,97.000000,89.000000,94.000000,94.000000,581963600
2022-10-18,95.000000,97.000000,90.000000,91.000000,91.000000,276100800
2022-10-19,92.000000,99.000000,90.000000,98.000000,98.000000,503175400
2022-10-20,99.000000,100.000000,95.000000,95.000000,95.000000,282049100
2022-10-21,96.000000,99.000000,95.000000,95.000000,95.000000,274814700
2022-10-24,95.000000,98.000000,90.000000,91.000000,91.000000,492846300
2022-10-25,91.000000,92.000000,86.000000,87.000000,87.000000,374413900
2022-10-26,88.000000,91.000000,87.000000,87.000000,87.000000,165640300
2022-10-27,87.000000,90.000000,85.000000,87.000000,87.000000,235935500
2022-10-28,90.000000,91.000000,82.000000,83.000000,83.000000,346104400
2022-10-31,84.000000,86.000000,81.000000,84.000000,84.000000,174653700
2022-11-01,84.000000,88.000000,82.000000,83.000000,83.000000,160105200
2022-11-02,83.000000,85.000000,82.000000,83.000000,83.000000,104647800
2022-11-03,83.000000,84.000000,81.000000,81.000000,81.000000,161272800
2022-11-04,82.000000,82.000000,76.000000,77.000000,77.000000,226356500
2022-11-07,76.000000,81.000000,75.000000,80.000000,80.000000,169787600
2022-11-08,81.000000,83.000000,79.000000,80.000000,80.000000,98329600
2022-11-09,81.000000,81.000000,79.000000,79.000000,79.000000,35107400
2022-11-10,79.000000,81.000000,78.000000,79.000000,79.000000,45702000
2022-11-11,80.000000,81.000000,78.000000,81.000000,81.000000,65075000
2022-11-14,82.000000,82.000000,77.000000,79.000000,79.000000,105172900
2022-11-15,79.000000,79.000000,77.000000,77.000000,77.000000,43295400
2022-11-16,78.000000,80.000000,77.000000,80.000000,80.000000,100010800
2022-11-17,80.000000,83.000000,79.000000,80.000000,80.000000,178769300
2022-11-18,80.000000,82.000000,79.000000,81.000000,81.000000,66053300
2022-11-21,81.000000,82.000000,79.000000,80.000000,80.000000,27998000
2022-11-22,80.000000,81.000000,79.000000,80.000000,80.000000,32078900
2022-11-23,80.000000,84.000000,80.000000,83.000000,83.000000,233954400
2022-11-24,84.000000,84.000000,81.000000,81.000000,81.000000,66022100
2022-11-25,81.000000,82.000000,79.000000,79.000000,79.000000,54885200
2022-11-28,79.000000,80.000000,76.000000,77.000000,77.000000,82856300
2022-11-29,77.000000,78.000000,76.000000,77.000000,77.000000,39351300
2022-11-30,77.000000,80.000000,76.000000,77.000000,77.000000,52796700
2022-12-01,77.000000,79.000000,76.000000,76.000000,76.000000,31765200
2022-12-02,76.000000,79.000000,76.000000,78.000000,78.000000,33854500
2022-12-05,78.000000,78.000000,75.000000,76.000000,76.000000,45514700
2022-12-06,76.000000,77.000000,71.000000,71.000000,71.000000,125215200
2022-12-07,70.000000,73.000000,67.000000,67.000000,67.000000,108765900
2022-12-08,68.000000,69.000000,66.000000,69.000000,69.000000,76183700
2022-12-09,69.000000,71.000000,67.000000,67.000000,67.000000,28336400
2022-12-12,67.000000,69.000000,66.000000,68.000000,68.000000,36887000
2022-12-13,68.000000,69.000000,67.000000,67.000000,67.000000,20486300
2022-12-14,68.000000,68.000000,66.000000,67.000000,67.000000,21554200
2022-12-15,66.000000,69.000000,66.000000,68.000000,68.000000,24046600
2022-12-16,67.000000,68.000000,66.000000,67.000000,67.000000,18851500
2022-12-19,68.000000,68.000000,66.000000,67.000000,67.000000,10408700
2022-12-20,67.000000,67.000000,63.000000,64.000000,64.000000,59160900
2022-12-21,64.000000,64.000000,61.000000,63.000000,63.000000,36512000
2022-12-22,63.000000,65.000000,63.000000,64.000000,64.000000,14745800
2022-12-23,64.000000,65.000000,64.000000,64.000000,64.000000,14105700
2022-12-26,64.000000,65.000000,64.000000,65.000000,65.000000,12701600
2022-12-27,65.000000,65.000000,63.000000,64.000000,64.000000,16865200
2022-12-28,64.000000,68.000000,63.000000,65.000000,65.000000,70737600
2022-12-29,65.000000,66.000000,63.000000,64.000000,64.000000,18798300
2022-12-30,64.000000,65.000000,63.000000,63.000000,63.000000,12961800
2023-01-02,63.000000,68.000000,63.000000,66.000000,66.000000,85954400
2023-01-03,66.000000,67.000000,65.000000,65.000000,65.000000,24363200
2023-01-04,66.000000,67.000000,65.000000,65.000000,65.000000,23731900
2023-01-05,65.000000,65.000000,62.000000,63.000000,63.000000,31468000
2023-01-06,63.000000,64.000000,62.000000,64.000000,64.000000,10438800
2023-01-09,64.000000,65.000000,63.000000,63.000000,63.000000,19174900
2023-01-10,63.000000,64.000000,62.000000,62.000000,62.000000,12511800
2023-01-11,62.000000,63.000000,61.000000,62.000000,62.000000,12568800
2023-01-12,62.000000,64.000000,62.000000,63.000000,63.000000,16818100
2023-01-13,63.000000,64.000000,62.000000,62.000000,62.000000,14159200
2023-01-16,62.000000,63.000000,61.000000,63.000000,63.000000,12797000
2023-01-17,63.000000,64.000000,62.000000,64.000000,64.000000,18542600
2023-01-18,64.000000,65.000000,62.000000,64.000000,64.000000,20953900
2023-01-19,64.000000,65.000000,63.000000,65.000000,65.000000,9577400
2023-01-20,65.000000,66.000000,64.000000,66.000000,66.000000,15533500
2023-01-24,66.000000,67.000000,64.000000,66.000000,66.000000,18141900
2023-01-25,66.000000,70.000000,65.000000,68.000000,68.000000,123514500
2023-01-26,69.000000,70.000000,67.000000,69.000000,69.000000,94598600
2023-01-27,69.000000,71.000000,68.000000,68.000000,68.000000,73185700
2023-01-30,68.000000,69.000000,67.000000,68.000000,68.000000,23343700
2023-01-31,69.000000,69.000000,67.000000,67.000000,67.000000,13589100
2023-02-01,67.000000,69.000000,67.000000,67.000000,67.000000,14132000
2023-02-02,67.000000,69.000000,67.000000,68.000000,68.000000,10493300
2023-02-03,68.000000,68.000000,67.000000,67.000000,67.000000,8930000
2023-02-06,68.000000,68.000000,66.000000,66.000000,66.000000,18209300
2023-02-07,66.000000,67.000000,65.000000,66.000000,66.000000,17614400
2023-02-08,66.000000,67.000000,65.000000,66.000000,66.000000,9914900
2023-02-09,66.000000,67.000000,65.000000,66.000000,66.000000,9488700
2023-02-10,66.000000,66.000000,64.000000,65.000000,65.000000,17104700
2023-02-13,65.000000,66.000000,64.000000,65.000000,65.000000,10617200
2023-02-14,65.000000,66.000000,64.000000,65.000000,65.000000,14294500
2023-02-15,65.000000,66.000000,64.000000,65.000000,65.000000,12791800
2023-02-16,65.000000,69.000000,65.000000,68.000000,68.000000,83940300
2023-02-17,68.000000,68.000000,66.000000,66.000000,66.000000,17250100
2023-02-20,67.000000,70.000000,66.000000,69.000000,69.000000,68993800
2023-02-21,69.000000,71.000000,67.000000,67.000000,67.000000,56645200
2023-02-22,67.000000,68.000000,66.000000,66.000000,66.000000,13025500
2023-02-23,66.000000,67.000000,65.000000,66.000000,66.000000,10282900
2023-02-24,66.000000,67.000000,65.000000,67.000000,67.000000,12221000
2023-02-27,67.000000,67.000000,65.000000,65.000000,65.000000,15017300
2023-02-28,65.000000,66.000000,64.000000,65.000000,65.000000,19831800
2023-03-01,66.000000,68.000000,65.000000,66.000000,66.000000,48325600
2023-03-02,66.000000,67.000000,65.000000,66.000000,66.000000,12201300
2023-03-03,66.000000,66.000000,65.000000,65.000000,65.000000,26499600
2023-03-06,65.000000,66.000000,64.000000,65.000000,65.000000,15835600
2023-03-07,65.000000,66.000000,63.000000,63.000000,63.000000,31370100
2023-03-08,64.000000,64.000000,62.000000,63.000000,63.000000,10716300
2023-03-09,63.000000,65.000000,63.000000,64.000000,64.000000,15355300
2023-03-10,64.000000,65.000000,63.000000,64.000000,64.000000,9148400
2023-03-13,65.000000,65.000000,63.000000,63.000000,63.000000,17510800
2023-03-14,64.000000,64.000000,60.000000,61.000000,61.000000,32268300
2023-03-15,61.000000,61.000000,59.000000,59.000000,59.000000,22785200
2023-03-16,59.000000,59.000000,55.000000,55.000000,55.000000,59123500
2023-03-17,55.000000,58.000000,55.000000,58.000000,58.000000,11914200
2023-03-20,58.000000,59.000000,56.000000,57.000000,57.000000,11784800
2023-03-21,56.000000,58.000000,56.000000,58.000000,58.000000,4648300
2023-03-24,58.000000,59.000000,57.000000,58.000000,58.000000,13638900
2023-03-27,58.000000,59.000000,57.000000,57.000000,57.000000,5557400
2023-03-28,58.000000,59.000000,57.000000,58.000000,58.000000,5864300
2023-03-29,58.000000,62.000000,57.000000,60.000000,60.000000,40208000
2023-03-30,61.000000,61.000000,59.000000,60.000000,60.000000,12431500
2023-03-31,60.000000,61.000000,59.000000,59.000000,59.000000,8682500
2023-04-03,59.000000,60.000000,58.000000,58.000000,58.000000,13019300
2023-04-04,58.000000,59.000000,57.000000,57.000000,57.000000,8845100
2023-04-05,58.000000,59.000000,57.000000,58.000000,58.000000,6518600
2023-04-06,59.000000,59.000000,57.000000,57.000000,57.000000,5676000
2023-04-10,57.000000,58.000000,57.000000,57.000000,57.000000,5634500
